pulp_to_mixing_tank23,flow_after_machine_chest21,level_condensate_bucket1_valve_position,steam_group3_pressure,steam_group4under_pressure,pressure_yankee_cylinder,steam_group5under_pressure,steam_pressure5_over,pressure_condensate_bucket5,production_paper_machine2,dry_production_vira,steamflow
170.02,2825.3,48.472,220.46,240.74,240,240.53,240.66,91.75,11.41,158.72,18.53
170.6,2814.6,47.471,217.77,238.3,237.98,237.73,237.48,91.75,11.417,159.3,18.507
170.95,2835.9,47.207,221.5,241.65,242,241.56,241.67,91.75,11.418,159.6,18.72
165.77,2762.9,30.094,197.1,217.08,216.94,216.76,217.48,75.25,10.788,155.41,18.599
165.59,2733.8,37.388,212.07,233.29,232.84,232.88,232.74,68.625,10.997,153.42,18.93
167.1,2739.4,37.388,225.39,244.54,245.5,245.02,245.39,70.25,11.011,154.43,18.276
167.19,2766,36.991,216.97,236.6,236.77,236.95,236.48,70.25,11.12,156.11,19.077
165.43,2754,32.33,207.59,228.17,227.64,227.92,227.7,66.792,11.12,155.64,19.077
172.13,2844.6,40.439,211.9,231.31,232.05,231.9,232.13,66.014,11.156,159.27,19.054
168.73,2795.9,40.439,197.41,218.54,217.6,218.9,218.79,66.014,11.07,156.82,19.029
169.87,2795,39.73,190.72,211.14,210.66,211.52,211.43,63,11.103,157.47,16.993
160.93,2681.4,36.83,192.09,211.4,222.1,211.68,211.87,63.875,10.556,151.35,17.476
161.33,2664.4,37.046,202.13,221.41,222.1,221.77,222.02,63.875,10.489,150.31,18.206
162.39,2669.2,40.006,202.13,221.41,222.78,221.77,222.02,76.5,10.66,149.79,18.408
164.4,2704.6,46.92,217.01,236.98,236.73,237.34,237.25,89.875,10.766,152.22,19.018
164.6,2704.3,45.939,213.53,233.37,233.71,233.98,234.03,86,10.796,152.5,18.51
164.15,2718.7,41.348,200.23,220.12,220.17,219.87,219.99,74.625,10.754,152.29,17.802
164.19,2719.6,37.908,195.87,217.19,216,216.6,216.82,71.125,10.768,152.72,17.752
163.76,2722.9,37.394,196.84,217.11,216.19,217.04,217,71.125,10.761,152.95,17.778
165.44,2750.2,38.714,198.82,219.04,218.25,219.45,219.05,73.25,10.827,154.7,18.332
135.83,2250.5,29.779,138.44,158.56,159.09,159.51,159.16,28.25,9.7608,127.32,15.839
135.44,2231.6,34.105,162.97,182.87,182.1,183.06,182.56,52.875,9.6943,125.56,16.517
135.02,2227.5,35.968,162.77,182.6,183.38,182.78,182.13,67.875,9.6831,125.7,16.679
136.57,2255.5,38.85,170,189.43,188.84,189.36,189.39,71.25,9.6748,126.82,16.681
137.97,2270,39.299,169.56,189.21,190.2,188.67,189.27,75.5,9.7629,126.98,16.576
144.97,2376.4,39.487,215.9,236.32,236.53,236.36,236.4,91.217,10.086,134.32,20.995
147.2,2438.8,39.487,220.82,240.43,240.97,240.51,240.65,77.937,10.353,136.64,17.622
147.48,2441.5,40.797,222.93,240.43,243.29,243.2,243.07,78.25,10.353,136.81,17.899
146.95,2422.2,42.972,220.13,240,240.4,240.05,239.81,78.25,10.35,136.87,17.858
146.67,2426.1,37.581,218.19,238.53,237.87,238.71,238.23,76.393,10.352,136.07,17.687
145.84,2420,36.392,212.55,232.97,233.9,233.1,233.08,70.375,10.442,135.43,17.788
145.26,2409.2,35.771,213,233.3,233.24,233.53,233.24,72.831,10.329,135.41,17.641
145.65,2408.5,37.835,217.41,236.72,236.34,236.72,236.42,75.375,10.365,134.84,18.19
143.84,2403.6,40.888,219.68,239.83,239.15,239.53,239.52,77.063,10.435,135.08,18.038
144.64,2401.6,40.256,220.23,240.01,239.97,240.25,239.81,79,10.378,135.02,17.608
144.92,2401.6,40.27,223.04,243.38,242.45,243.11,242.96,83.13,10.38,134.76,17.827
144.92,2402.2,40.125,223.1,243.46,242.85,243.12,243.57,83.625,10.444,134.76,17.55
144.88,2405.3,40.577,221.64,241.98,241.25,241.77,242.25,79.625,10.414,134.78,17.749
144.75,2395.6,37.238,220.99,240.86,241.4,241.07,241.75,79.875,10.4,134.86,18.001
145.68,2407,33.297,202.52,222.07,222.45,222.03,222.16,63.75,10.361,135.62,18.214
145.75,2405.1,34.462,193.85,214.75,213.76,214.69,214.63,55.5,10.36,135.56,18.244
145.03,2394.5,35.986,195.39,215.59,214.53,215.6,215.46,56.25,10.34,135.13,18.244
146.57,2425.4,36.188,195.62,220.44,221.29,220.45,220.99,68.875,10.35,135.68,18.002
146.94,2441.6,36.188,197.45,223.27,223.46,222.93,222.57,73.25,10.35,137.76,17.962
179.08,2976.8,39.562,198.05,223.4,223.31,223.08,223.06,73.75,11.382,167.8,18.081
185.72,3082.6,43.659,228.33,252.75,253.04,252.99,252.9,94.375,11.746,172.81,19.53
184.55,3060.5,42.333,240.08,265.21,264.83,264.72,264.14,93.625,11.718,173.21,19.53
184.67,3068.4,54.237,238.85,263.44,263.79,263.94,264.35,97.25,11.764,171.23,19.517
184.23,3036.8,51.596,228.46,253.84,253.81,253.8,253.61,94.375,11.742,171.16,19.269
184.09,3050.1,42.343,228.46,253.84,252.97,253.8,253.61,90.125,11.803,170.88,18.98
184.09,3050.3,49.626,229.32,254.46,252.97,254.07,254.06,93.375,11.826,171.27,19.013
184.1,3059.7,48.172,235.5,261.17,260.77,260.77,260.77,94,11.834,171.44,19.013
186.16,3085.7,41.378,239.66,264.46,264.02,264.4,264.34,95.25,11.848,171.1,19.458
185.07,3066.7,44.36,243.84,269.15,269.57,270.47,264.34,95.5,11.846,170.68,18.724
184.6,3059.2,40.567,237.62,263.51,262.72,263.33,263.71,95.625,11.671,170.31,18.766
184.05,3051.9,40.187,239.04,263.68,263.68,263.84,263.62,96,11.726,170.31,19.245
184.89,3072.4,43.608,239.44,264.22,264.54,264.19,264.09,96.25,11.843,172.88,19.42
185.46,3078,48.187,239.44,264.11,258.98,263.84,263.59,92.875,11.797,171.72,18.96
184.44,3054.2,48.475,239.48,264.11,263.47,263.84,263.59,93.25,11.783,172.49,19.589
185.19,3072.3,43.459,231.26,256.08,256.22,256,256.07,93,11.82,171.49,19.584
185.19,3116.5,39.642,230.95,256.09,256.6,256.46,256.36,93.375,11.807,172.71,19.584
184.76,3042.4,55.637,214.97,239.99,240.47,240.02,239.96,88.5,11.6,167.47,18.401
185.4,3065.4,43.92,213,239.99,240.27,240.02,237.54,84.75,11.773,171.51,18.836
186.62,3095.9,42.36,216.06,240.03,240.27,240.42,240.56,89.875,11.856,173.3,18.858
187.31,3105.5,42.068,218.71,243.2,242.53,242.93,243.18,90,11.835,173.93,18.858
187.88,3126.6,44.473,223.93,248.33,248.45,248.53,248.75,94.375,11.924,174.45,19.136
188.72,3128.2,42.601,226.73,250.53,250.82,250.97,251.02,94,12,175.01,19.693
189.81,3127.6,42.807,228.04,252.22,251.07,252.25,252.09,93.75,12.01,174.86,19.327
188.02,3117.5,42.807,240.27,265.78,264.55,265.66,265.86,96.5,11.993,174.64,19.524
187.51,3100.2,43.003,222.7,247.24,246.92,247.7,247.73,92.875,11.913,172.04,19.096
185.12,3075.9,39.357,226.64,252.25,251.04,251.77,251.34,89.125,11.838,171.99,19.356
185.69,3087.6,56.478,241.51,267.11,266.32,267.17,267.62,93.75,11.873,170.98,19.518
183.32,3046.7,51.578,232.46,257.69,257.74,257.96,257.69,84.942,11.734,168.65,18.604
181.35,3017.9,38.968,226.91,251.06,252.14,251.3,251.16,79.875,11.737,168.73,19.123
182.99,3031.8,38.521,235.68,260.64,261.22,260.81,261.04,88.625,11.725,169.2,19.577
182.4,3035.7,42.516,240.24,265.52,264.72,265.34,265.15,93.625,11.721,169.83,19.702
183.88,3033.5,43.234,222.27,247.32,247.75,247.53,247.19,77.75,11.76,170.05,19.069
182.64,3021.1,37.487,233.77,258.74,258.32,258.7,258.8,89.5,11.727,170.29,18.882
183.06,3036.8,38.457,227.85,252.71,252.38,252.78,252.68,82.139,11.736,169.94,18.91
191.74,3167.3,48.361,226.24,251.54,250.64,251.26,250.87,80.875,11.778,179,19.132
193.91,3232.2,40.144,226.89,251.47,251.08,251.23,251,82.375,11.848,181.59,19.105
196.96,3257.2,38.344,226.89,251.47,252.12,252.89,252.74,82.375,11.847,183.67,19.293
197.3,3253.4,36.95,226.8,251.29,252.27,251.79,251.75,82.25,11.854,183.62,19.257
198.2,3265.3,46.041,230.33,256.4,255.14,256.51,256.21,85,11.854,183.62,19.257
197.82,3272.1,45.467,228.86,253.63,252.76,253.36,253.4,84.5,11.917,182.89,19.247
196.53,3246.3,40.571,228.18,252.82,252.58,252.8,252.89,84,11.936,183.26,18.774
197.55,3265,37.903,228.18,252.82,252.58,252.8,252.89,84,11.936,183.57,19.076
192.36,3176.9,38.923,235.4,260.93,261.45,260.81,260.46,90.75,11.942,178.09,19.291
191.6,3156.9,51.52,233.02,257.95,257.66,257.72,258.02,90.75,11.943,175.07,18.991
189.98,3139.8,40.983,237.09,261.66,262.58,261.7,261.72,91.25,11.864,175.03,19.392
189.5,3130.8,45.21,235.29,259.83,259.42,259.73,259.67,91.625,11.926,174.46,19.122
186.77,3095.1,39.046,234.47,258.99,259.19,259.13,259.28,88.375,11.943,174.68,19.122
187.9,3118.7,39.952,230.41,255.25,255.49,255.09,254.86,84.875,11.832,175.96,19.161
194.19,3215.8,37.757,229.03,253.65,254.69,253.8,253.72,82.5,11.914,180.96,19.136
195.17,3227.4,34.813,227.66,252.94,253.28,252.81,252.49,82.5,11.855,181.38,19.136
195.37,3228.5,36.105,230.62,255,255.44,254.73,254.61,85.252,11.827,182.22,19.171
195.03,3227.8,46.158,233.84,257.84,257.89,257.87,257.48,86.625,11.903,181.03,19.171
194.79,3195.4,39.344,231.28,255.85,256.16,256.28,256.34,84.75,11.865,180.69,18.741
194.79,3213.8,38.408,225.64,251.64,251.61,251.41,251.41,80.25,11.869,180.47,18.727
188.53,3106.9,52.119,234.63,259.53,259.32,259.05,259.09,88.625,11.869,174.17,19.203
186.25,3080.8,43.069,240.14,265.16,265.73,264.81,265.29,94.5,11.76,174.25,19.177
185.05,3080.8,40.712,236.52,261.15,261.11,261.14,260.65,92.5,11.85,173.8,19.016
191.69,3171.5,41.521,236.09,261.47,261.54,261.53,261.65,90.855,11.854,178.29,19.401
191.38,3161.8,41.521,237.65,262,262.24,262.06,262.16,93,11.871,178.11,19.272
187.51,3106.5,37.798,231.78,256.64,256.1,256.72,256.79,85,11.826,175.46,19.181
187.83,3099.3,39.035,234.69,259.92,259.36,259.78,259.33,90,11.855,173.71,18.999
184.14,3037.5,42.739,244.25,269.55,269.57,269.69,269.26,95.625,11.696,170.28,19.379
182.29,3013.9,44.228,230.87,255.95,256.03,255.67,256.3,88.375,11.56,170.01,18.617
184.48,3050,41.995,239.82,264.77,263.73,264.05,264.67,88.375,11.575,171.65,19.548
192.65,3194.2,41.995,235.29,259.69,259.91,259.67,259.63,88.375,11.538,180.57,18.925
193.84,3200.6,39.661,229.42,254.75,254.58,254.76,254.57,84,11.608,180.65,19.043
202.56,3350.1,39.661,207.13,232.55,232.7,232.58,232.79,59.75,11.6,188.4,17.973
206.19,3406.9,39.262,223.03,248.09,248.28,248.21,247.99,77.5,11.6,190.89,18.34
205.72,3400.4,47.128,233.11,258.38,257.69,258.67,258.58,89.25,11.648,191.11,18.448
205.72,3385,42.273,225.93,251.98,252.11,251.94,252.17,80.875,11.681,190.98,18.475
205.82,3418,42.034,225.13,250.55,250.5,250.57,250.63,82.813,11.634,192.8,18.288
199.75,3314.1,43.384,234.41,259.26,259.64,259.17,259.27,89.25,11.653,185.1,19.092
195.93,3237.3,44.792,237.66,262.8,262.61,262.5,262.69,95,11.673,181.68,18.664
194.31,3219.1,42.876,230.15,255.55,254.99,255.54,255.69,86.25,11.706,181.26,18.312
194.57,3215.8,46.315,232.51,257.42,257.76,257.71,258.14,90.5,11.666,181.52,18.282
204.97,3393.4,46.471,233.09,258.52,258.56,258.26,257.89,88.375,11.642,191.34,18.504
198.51,3283.1,39.929,213.05,238.3,237.83,238.28,238.15,67.875,11.689,184.07,18.504
196.73,3251,37.829,218.68,243.7,243.48,243.96,243.84,71.75,11.571,182.66,18.542
201.92,3325.6,38.842,199.19,224.91,224.4,224.69,224.75,59.5,11.59,187.13,18.731
198.69,3325.6,33.187,196.45,221.2,220.63,221.51,221.08,52.5,11.683,186.9,18.787
200.24,3330.5,41.404,203.52,228.57,228.73,228.66,228.44,57.25,11.641,186.9,18.921
202.24,3347.9,48.063,216.19,240.87,241.8,240.94,241.25,72.5,11.887,189.65,18.866
204.19,3385.1,44.603,225.06,250.42,250.48,250.28,250.4,80.875,11.928,189.54,19.074
202.76,3370.3,46.927,225.14,250.19,249.96,250.18,249.9,80.375,11.97,189.54,19.158
203.37,3373.1,42.646,223.14,248.79,248.61,248.43,248.54,78.57,11.962,189.61,18.796
209.96,3486.9,39.586,217.28,242.83,242.13,242.85,242.53,75.75,11.926,195.83,18.8
205.94,3412.4,39.037,217.82,242.47,242.99,242.66,242.58,73.36,11.939,191.52,18.943
203.64,3412.4,40.273,212.48,237.66,236.95,237.77,237.87,67.125,11.93,189.71,18.475
206.6,3383,38.31,212.33,237.65,236.89,237.63,237.91,66.625,11.978,186.54,19.34
204.47,3383,36.704,212.36,236.79,237.86,237.2,237.58,70.5,11.915,188.78,18.753
196.29,3248.4,49.242,203.44,228.69,228.2,228.68,228.11,83.375,11.575,183.82,20.068
196.31,3259,51.605,246.92,271.69,271.64,271.38,271.91,96.125,11.265,182.37,19.928
189.12,3133.7,53.943,264.49,289.4,287.55,284.37,286.63,96.25,10.889,175.18,20.258
195.11,3213.1,45.374,226.72,251.64,251.43,251.63,251.63,95.375,10.681,180.52,20.258
203.45,3367.3,46.167,251.25,276.27,276,275.87,275.69,94.75,11.727,180.43,20.267
200.93,3311.7,46.167,244.57,269.49,269.81,269.57,270.34,94.625,11.68,182.88,18.718
193.56,3207.8,41.757,244.57,269.49,269.81,269.57,269.33,94.625,11.588,179.95,18.652
192.23,3203.2,49.811,245.16,270.52,269.92,269.73,269.33,94.625,11.568,178.41,18.661
182.89,3022.2,39.958,200.88,225.14,225.32,225.1,225.39,80.25,11.155,167.84,18.661
200.7,3314.4,40.914,202.95,227.92,228.13,227.69,227.66,82.75,11.822,183.93,19.315
199.28,3306.7,40.449,202.95,227.39,226.44,227.25,227.1,79.25,11.934,184.45,19.514
201.83,3342.4,40.506,203,229,226.44,228.74,228.71,79.25,11.879,182.71,19.807
196.87,3263.1,39.114,200.79,229,228.89,226.38,226.2,79.125,11.898,183.25,19.276
196.11,3256.5,40.227,204,229.44,228.89,229.58,229.24,80,11.898,183.34,19.379
196.41,3250.9,43.117,217.23,241.52,242.11,242.07,241.99,93.875,11.875,182.89,19.443
194.68,3261.9,41.342,212.99,237.99,237.94,237.52,237.61,89.5,11.802,183.66,19.626
187.81,3116.4,37.783,200.73,225.62,225.43,225.15,225.4,77,11.848,171.4,20.411
193.2,3207.9,40.313,200.91,225.81,225.43,228.7,225.78,80.875,12.12,179.57,19.447
195.73,3236.9,40.398,200.91,228.59,228.1,228.44,225.78,80.875,12.109,181.14,19.424
195.7,3245.5,39.026,202.73,228.59,228.45,228.44,228.14,81,12.124,181.27,19.771
194.7,3219.3,44.625,218.07,242.98,244.32,243.67,243.33,93.5,12.136,180.01,19.828
196.08,3234.8,41.732,250.71,275.66,276.94,275.7,275.71,95,12.112,180.91,20.057
193.62,3199.8,44.058,237.7,262.76,263.44,262.89,263.39,95.05,12.112,180.29,19.747
200.17,3319.1,44.52,233.61,259.13,258.88,259.25,259.25,95.05,12.121,180.77,19.901
194.97,3218.7,44.201,235.21,259.34,259.72,259.71,260.03,96.25,12.037,180.77,19.811
191.75,3173.5,44.201,235.21,259.34,259.72,259.71,260.03,93.5,11.886,178.34,18.937
190.48,3162.9,43.797,240.21,265.29,265.32,265.41,265.48,92.625,11.905,177.93,18.937
190.8,3167.7,39.974,212.93,238.1,238.68,238.86,238.42,91.5,11.88,178.45,19.331
189.52,3138.2,41.078,223.03,248.27,247.66,248.15,247.91,91.75,11.842,175.74,19.331
190.23,3132.2,51.462,230.19,254.75,254.48,254.68,254.95,91.252,11.891,175.76,19.356
188.42,3127.6,45.854,225.62,250.35,251.05,250.35,251.4,91.564,11.872,176.27,19.227
188.29,3123.6,45.179,227.05,252.56,251.37,252.48,252.31,95.25,11.837,176.28,19.263
188.57,3134,45.635,229.4,254.13,253.82,254.2,254.03,93.875,11.881,177.04,19.288
190.54,3135.3,45.635,223.06,247.42,247.08,247.88,247.42,94.125,11.85,177.25,19.525
189.1,3135.3,44.205,225.79,251.5,250.15,251.25,251.06,94.125,11.824,175.98,19.525
188.36,3110.5,40.352,232.77,257.74,258.41,257.83,258.31,92,11.881,175.44,19.581
187.34,3103.8,51.85,237.24,262.74,262.86,263.05,258.68,93.251,11.814,174.05,19.233
187.21,3106.6,46.271,235.17,259.6,259.23,259.37,258.68,95.25,11.814,175.04,19.813
188.31,3117.4,44.883,220.27,244.77,245.45,244.78,245.29,91.875,11.808,170.73,19.555
187.96,3113.4,45.833,208.77,233.88,233.64,233.34,233.45,89,11.808,173.57,19.522
187.04,3097,46.963,223.87,249.32,248.92,249.26,249.07,93.5,11.766,174.99,19.522
193.67,3209.4,47.143,229.87,254.82,255.11,254.82,253.81,93.375,11.766,173.9,19.671
195.61,3229.5,47.026,247.73,273.18,274.08,273.27,272.81,93.375,11.758,172.68,19.835
186.53,3092.8,47.026,223.3,247.79,247.92,248.14,248.95,94.625,11.654,170.15,19.227
182.63,3022.5,45.573,222.7,248.15,248.04,247.66,247.55,94.625,11.605,171.23,19.351
161.58,2716.7,38.155,177.23,201.77,201.91,202.35,201.79,93.25,10.989,153.1,18.641
164.3,2712.8,44.487,205.81,230.68,230.96,230.39,230.55,93.25,11.144,153.23,19.632
164.62,2718.9,45.941,215.32,239.82,239.81,240.16,240.22,93.25,11.057,153.43,19.574
163.79,2698,45.55,225.71,249.93,250.07,249.95,250.17,93.5,11.08,153.43,19.352
164.78,2698,45.124,227.93,251.24,251.48,252.08,252.48,93.5,11.084,153.64,19.489
163.34,2726.2,43.135,227.13,252.03,252.67,252.14,252.02,93,11.14,151.54,19.604
165.39,2727.1,41.128,229.04,254.18,254.47,254.21,254.47,94.865,11.14,152.95,19.655
165.77,2744.7,41.997,224.45,249.81,250.16,249.76,249.75,90.5,11.165,154.16,19.307
161.8,2686,38.4,221.58,246.65,246.26,245.91,245.42,93,10.905,151.74,18.817
160.96,2657.1,39.567,216.89,241.84,241.49,241.74,241.15,76.75,10.971,150.08,19.625
160.96,2659.7,40.405,227.87,252.71,253.15,252.36,252.51,86,11,149.37,19.81
160.78,2642,43.534,231.71,256.39,256.67,256.86,257.14,90.75,10.994,149.6,19.579
161.83,2673.3,46.589,234.21,259.93,259.87,259.78,259.78,94.625,10.991,149.72,19.554
161.81,2665.4,45.581,233.65,258.66,258.44,258.22,259.27,94.25,10.922,148.62,19.272
157.58,2605,42.11,226.83,251.92,252.43,251.78,251.5,86.75,10.789,147.17,19.439
158.62,2610.4,43.69,225.78,252.03,251.78,251.66,251.26,87.25,10.797,146.59,18.962
156.86,2607.7,37.814,218.37,243.61,243.31,242.75,242.78,76.704,10.767,146.85,19.06
157.37,2607.7,38.328,220.52,245.23,245.68,245.4,245.22,78.846,10.83,146.44,19.363
157.91,2603,39.722,220.7,245.91,247.47,245.94,245.72,78.846,10.798,146.59,18.989
157.95,2603.3,39.591,219.32,245.87,244.23,243.23,243.64,78.5,10.815,146.79,19.088
157.95,2602,40.862,219.55,245.87,243.77,244.69,245.13,78.657,10.778,146.79,19.154
158.18,2623.5,42.12,219.55,245.36,240.83,244.69,244.76,78.5,10.784,146.73,19.209
158.18,2615.1,40.28,219.86,245.36,244.82,244.83,244.76,78.5,10.82,146.73,19.26
158.17,2615.1,39.472,219.95,244.12,243.62,244.46,244.02,78.5,10.754,147.27,18.951
158.18,2614.8,42.977,218.25,242.81,243.14,243.39,243.7,78.16,10.789,147.52,18.966
156.72,2608.7,40.238,216.05,241.52,241.34,241.39,241.63,78.16,10.772,147.4,18.966
157.04,2599.4,37.639,217.07,241.72,241.77,241.91,242.14,78.375,10.814,146.36,18.994
157.31,2595.9,38.531,214.54,238.97,240.11,239.39,239.81,73.125,10.792,145.52,19.01
155.85,2585.4,39.522,212.66,239.01,237.95,238.2,238.03,72.875,10.794,145.45,18.884
155.7,2593.1,38.109,212.78,236.6,236.61,237.19,237.11,71.475,10.794,145.29,19.119
139.91,2313.5,38.109,138.9,162.72,163.54,163.22,161.66,54.069,9.7312,129.79,17.251
140.41,2313.3,35.948,151.36,177.61,176.66,177.19,177.47,54.375,9.6594,129.77,16.8
140.11,2310.6,32.501,158.5,184.16,183.76,184.65,184.52,54.375,9.6724,129.98,16.967
139.7,2311.5,33.835,161.25,186.16,186.32,186.5,185.77,59.125,9.7001,130.1,16.476
139.23,2304.6,34.881,165.03,189.28,188.74,188.86,189.62,60.25,9.6421,130.02,16.814
141.11,2326.4,31.644,165.03,185.42,184.8,185.41,185.06,55.375,9.6847,130.26,16.414
139.69,2319.6,33.399,165.63,191.09,190.58,190.33,190.43,64.375,9.6856,130.7,16.46
140.51,2318,33.4,165.17,190.01,190,190.26,190.18,60.375,9.6413,131.44,16.923
134.44,2209.9,33.152,166.4,190.37,190.74,190.88,190.6,65.25,9.6957,123.85,16.137
133.96,2202.2,35.157,169.78,195.62,194.9,195.73,195.46,66.173,9.6701,123.63,16.414
133.62,2207.8,37.288,179.58,203.62,204.93,203.48,202.87,74.5,9.6842,123.25,17.041
133.43,2208.5,36.448,176.27,200.89,204.34,201.48,201.05,71.25,9.6842,123.57,16.943
133.04,2192.7,36.883,180.6,205.07,200.49,204.74,205.34,71.75,9.685,123.31,16.943
132.52,2203.4,38.187,174.54,200.1,199.93,200.1,199.98,71.75,9.6611,123.87,16.94
133.85,2196.5,37.846,170.18,195.54,195.39,195.88,195.62,71.75,9.7079,124.11,16.529
135.15,2196.5,37.846,178.75,203.53,202.66,203.68,203.22,68.25,9.7592,124.22,17.6
133.45,2211,34.355,172.35,198.2,198.23,197.84,197.67,72,9.6612,123.92,16.706
133.5,2211,36.552,174.17,199.12,199.53,199.18,199.27,72,9.7095,123.95,16.767
133.5,2210.7,37.322,180.2,205.77,205.7,205.99,206.3,76.125,9.7095,123.87,17.275
133.8,2209.9,38.905,181.45,207.2,206.96,207.31,207.57,78.755,9.7089,124.42,17.458
133.83,2201.2,38.847,190.97,215.99,216.67,216.04,215.71,85,9.6903,124.4,18.018
134.41,2201.4,38.847,189.22,213.73,214.19,213.85,213.99,84.75,9.6994,124.04,17.173
133.95,2214.5,39.854,186.32,210.51,209.7,210.74,210.33,81.125,9.6994,124.28,17.541
134.54,2211.4,40.18,186.36,211.04,210.76,211.26,212.07,81.875,9.6989,124.4,17.54
134.05,2203.7,40.191,186.27,211.12,211.28,211.46,211.36,82,9.7196,124.36,17.031
133.83,2200.6,39.322,196.4,220.92,220.47,221.16,221.04,82.5,9.7037,124.51,17.908
133.64,2202.3,39.322,188.86,214.41,214.01,214.04,214.54,82.5,9.6953,124.47,17.771
134.02,2206.1,39.059,180.97,205.86,205.64,206.17,205.96,78.875,9.6953,123.6,17.1
133.19,2193.1,38.846,180.64,205.71,206.28,205.81,206.45,78.5,9.6888,123.12,16.855
133.12,2192.6,38.842,187.73,212.97,212.85,213.14,212.98,87,9.6971,123.46,16.977
132.57,2192.6,38.295,187.73,212.4,212.85,208.4,209.26,80.042,9.7227,123.22,16.571
132.5,2189.8,34.838,188.41,212.4,208.11,212.1,211.9,83.625,9.748,122.55,17.337
133.82,2206.9,36.127,181.84,207.65,207.95,207.14,207.93,81.78,9.7054,124.49,17.847
133.95,2195.5,37.45,177.6,202.21,202.45,201.87,202.08,81.78,9.6877,123.55,17.598
133.89,2195.1,39.892,185.85,210.88,211.64,210.63,210.44,82.875,9.6989,122.94,17.892
132.9,2199.7,41.873,185.95,210.56,210.14,210.45,210.65,83.75,9.6989,123.99,17.892
133.12,2208.8,41.902,185.95,210.56,210.14,210.45,210.65,84.375,9.6972,123.35,17.908
133,2187.6,39.557,184.88,210.21,209.19,209.56,209.59,84.375,9.7068,123.82,16.632
132.99,2187.1,38.585,182.13,207.12,206.35,206.71,207.45,84.375,9.7216,123.76,17.295
134.04,2190.1,42.059,182.89,207.52,213.52,213.08,207.45,85.25,9.7216,123.49,17.295
132.69,2190.1,39.137,182.89,207.52,208.41,207.83,207.17,79.236,9.7187,122.86,17.262
133.07,2177.6,39.573,181.38,205.94,205.34,205.83,205.94,76.375,9.677,123.14,16.922
135.24,2217,28.203,140.35,166.41,165.37,166.46,166.25,38,9.8429,123.62,16.873
134.57,2212.1,32.835,152.23,177.52,178.2,177.71,177.68,50.25,9.7776,124.91,16.873
134.21,2202.7,35.52,158.01,182.31,183.7,181.79,182.48,53.375,9.7881,124.08,17.108
134.21,2201,33.993,156.6,181.61,180.77,181.82,181.67,53.125,9.7791,124.14,16.935
134.19,2207.4,34.325,175.27,194.45,193.97,195.05,194.8,44.625,9.801,124.14,17.24
142.23,2344.3,41.012,219.35,238.6,239.58,239.32,240.92,89.436,10.419,132.96,21.128
141.89,2348.6,41.012,199.65,219.32,219.21,220,219.8,70.375,10.502,132.69,18.329
148.78,2461.2,41.012,210.25,231.65,231.18,231.68,231.13,75.875,10.502,135.04,18.358
147.12,2427.9,40.082,204.91,225.18,224.88,225.15,224.95,67.75,10.488,137.18,18.358
146.08,2397,39.674,207.32,227.38,227.23,227.39,226.8,68.375,10.498,135.71,18.655
145.65,2420.7,42.504,209.67,229.04,228.54,228.68,228.94,73,10.521,135.57,18.426
147.33,2421,41.195,206.3,225.24,226.17,226.64,226.19,69.5,10.532,134.91,18.617
151.82,2503.8,57.4,229.91,250.29,250.07,249.88,248.05,89.392,10.834,141.62,23.43
155.55,2571.1,49.998,224.82,244.2,245.3,244.59,244.75,86.375,11.186,143.94,19.62
156.33,2576.7,55.729,227.94,247.04,247.83,247.79,247.56,91.375,11.186,145.14,19.881
155.77,2563.7,59.681,233.82,252.88,253.8,253.2,253.13,92.375,11.187,144.22,20.045
156.49,2580,54.741,232.23,251.48,252.5,251.93,252,93.625,11.144,144.02,19.997
162.85,2692.4,55.209,225.84,246.73,245.81,245.95,246.12,93.625,11.139,151.38,19.582
164.14,2705.9,55.367,226.48,246.73,245.81,246.02,246.12,93.875,11.187,151.31,20.235
163.88,2705.4,50.094,226.48,245.28,245.06,246.02,245.51,85.75,11.158,151.33,20.135
163.65,2697.9,50.094,230.18,249.64,250.23,249.72,249.69,85.888,11.135,152.27,20.334
163.69,2697.9,49.54,222.42,243.17,242.26,242.45,243.2,85.888,11.213,150.63,19.423
162.75,2681.1,50.086,222.47,243.29,242.78,243.14,243.69,85.888,11.191,150.56,19.446
161.37,2659.3,49.828,224.19,245.16,245.67,245.16,244.53,85.875,11.15,150.56,19.587
163.02,2687.4,39.983,207.34,227.63,227.03,227.77,226.93,74.672,10.753,151.73,19.869
164.95,2723.9,38.124,205.24,225.84,225.38,225.29,225.23,70.125,10.958,153.29,19.653
166.21,2749,45.292,220.41,240.1,241.16,240.2,240.36,81.875,11.026,154.53,19.655
166.83,2765.8,45.969,219.23,238.73,239.48,238.62,238.95,82.375,11.026,155.51,20.238
168.25,2769.3,51.787,228.86,249.25,240.61,248.73,248.91,91.875,11.066,155.94,20.331
167.32,2775.6,51.78,220.86,241.14,240.61,241.31,241.55,84.25,11.084,155.3,19.807
167.35,2785.6,51.78,223.46,245.66,244.2,244.69,244.46,89.125,11.147,156.15,19.586
168.36,2769.3,51.78,216.1,237.29,237.5,237.13,237.11,89.125,11.147,156.45,19.333
168.66,2774.7,51.654,227.3,247.53,247.85,247.59,247.21,89.25,11.147,155.92,20.175
